comp_name,type,chain_ids,candidate_pdb_id,candidate_chain_ids,assembly_id,reason
4kxz_J:I|B,AG,B,2TGI,A|A,1,potenial_homomer
4kxz_J:I|B,AG,B,1TFG,A|A,1,potenial_homomer
4o5i_Q:R|E,AG,E,6BKP,A|A|A,1,potenial_homomer
4o5i_Q:R|E,AG,E,6BKP,A|A|A,3,potential_complex_homomer
4o5i_Q:R|E,AG,E,6BKT,A|A|A,1,potenial_homomer
4o5i_Q:R|E,AG,E,6BKT,A|A|A,3,potential_complex_homomer
4o5i_Q:R|E,AG,E,4WE8,A|A|A,1,potenial_homomer
1adq_H:L|A,AG,A,6GFE,H|K,1,potential_complex_homomer
1adq_H:L|A,AG,A,5HSF,A|B,1,potenial_homomer
6oc3_A:B|F,AG,F,4EDB,A|C|E,1,potential_complex_homomer
5w42_H:L|A,AG,A,5XRS,A|C|E,1,potential_complex_homomer
5w42_H:L|A,AG,A,5XRS,G|G|G,2,potential_complex_homomer
5w42_H:L|A,AG,A,5XRT,A|C|E,1,potential_complex_homomer
5w42_H:L|A,AG,A,5XRT,G|G|G,2,potential_complex_homomer
4kxz_H:L|A,AG,A,6I9J,A|A,1,potenial_homomer
4kxz_H:L|A,AG,A,2TGI,A|A,1,potenial_homomer
4kxz_H:L|A,AG,A,1TFG,A|A,1,potenial_homomer
4fp8_K:O|D,AG,D,6BKQ,A|C|E,1,potenial_homomer
4fp8_K:O|D,AG,D,6BKQ,A|C|E,3,potential_complex_homomer
4fp8_K:O|D,AG,D,6BKM,A|C|E,1,potenial_homomer
4fp8_K:O|D,AG,D,6BKM,A|C|E,3,potential_complex_homomer
2r56_H:L|A,AG,A,4TLJ,A|B,1,potenial_homomer
2r56_H:L|A,AG,A,4NLJ,A|B,1,potenial_homomer
4f15_B:C|A,AG,A,4JUG,B|D|F,1,potential_complex_homomer
4f15_B:C|A,AG,A,4JUG,H|J|L,2,potential_complex_homomer
4f15_B:C|A,AG,A,6GOL,A|A|A,1,potenial_homomer
4f15_B:C|A,AG,A,4EDB,B|D|F,1,potential_complex_homomer
5jw3_H:L|B:A,AG,B:A,4BSG,B:A|B:A|B:A,1,potenial_homomer
5jw3_H:L|B:A,AG,B:A,4LN6,B:A|D:C|F:E,1,potenial_homomer
5jw3_H:L|B:A,AG,B:A,4LN6,H:G|J:I|L:K,5,potenial_homomer
6ii4_E:F|C,AG,C,4BSG,A|A|A,1,potential_complex_homomer
6ii4_E:F|C,AG,C,4LN6,A|C|E,1,potential_complex_homomer
6ii4_E:F|C,AG,C,4LN6,A,2,additional_chains
6ii4_E:F|C,AG,C,4LN6,C,3,additional_chains
6ii4_E:F|C,AG,C,4LN6,E,4,additional_chains
6ii4_E:F|C,AG,C,4LN6,G|I|K,5,potential_complex_homomer
6ii4_E:F|C,AG,C,4LN6,G,6,additional_chains
6ii4_E:F|C,AG,C,4LN6,I,7,additional_chains
6ii4_E:F|C,AG,C,4LN6,K,8,additional_chains
4fp8_I:M|B,AG,B,6BKQ,A|C|E,1,potenial_homomer
4fp8_I:M|B,AG,B,6BKQ,A|C|E,3,potential_complex_homomer
4fp8_I:M|B,AG,B,6BKM,A|C|E,1,potenial_homomer
4fp8_I:M|B,AG,B,6BKM,A|C|E,3,potential_complex_homomer
2otu_H:G|S,AB,H:G,2GSG,B:A|D:C,3,potenial_homomer
3ejz_E:F|B,AG,B,1KPK,A|B,1,potenial_homomer
3ejz_E:F|B,AG,B,1KPK,C|D,2,potenial_homomer
3ejz_E:F|B,AG,B,1KPK,E|F,3,potenial_homomer
3ejz_E:F|B,AG,B,4FTP,A|A,1,potenial_homomer
4fp8_J:N|C,AG,C,6BKQ,A|C|E,1,potenial_homomer
4fp8_J:N|C,AG,C,6BKQ,A|C|E,3,potential_complex_homomer
4fp8_J:N|C,AG,C,6BKM,A|C|E,1,potenial_homomer
4fp8_J:N|C,AG,C,6BKM,A|C|E,3,potential_complex_homomer
4ywg_H:L|G,AG,G,4Q0C,A|B,1,potenial_homomer
4ywg_H:L|G,AG,G,4Q0C,C|D,2,potenial_homomer
4f37_F:K|B,AG,B,7CEI,A,1,additional_chains
4f37_F:K|B,AG,B,1CEI,A|A,1,potenial_homomer
4r2g_Q:P|E,AG,E,3DNL,A|C|D|F|G|I,1,potential_complex_homomer
6e3h_H:L|B:A,AG,B:A,6CF5,B:A|D:C|F:E,1,potenial_homomer
6e3h_H:L|B:A,AG,B:A,4BH3,B:A|B:A|B:A,1,potenial_homomer
6e3h_H:L|B:A,AG,B:A,4BH4,B:A|B:A|B:A,1,potenial_homomer
6ivz_H:L|A,AG,A,6IW5,A|B,1,potenial_homomer
6ivz_H:L|A,AG,A,6IW5,C|D,2,potenial_homomer
6j5d_H:L|A,AG,A,6J5C,A|A,1,potenial_homomer
6gg0_HL43,AG,4:3,4MJ0,A:A|B:B|C:C|D:D|E:E,1,potential_complex_homomer
5h35_F:G|E,AG,E,5WTR,A|B|C,1,potenial_homomer
5h35_F:G|E,AG,E,5WTR,F|G|H,2,potenial_homomer
3iet_B:A|X,AB,B:A,3IF1,B:A|D:C,1,potenial_homomer
4y5v_A:B|C,AG,C,1ERN,A|B,1,potenial_homomer
5lcv_H:L|A:B,AG,A:B,5JHM,A:A|B:B,1,potential_complex_homomer
5lcv_H:L|A:B,AG,A:B,5LBV,A:A|B:B,1,potential_complex_homomer
3gbn_H:L|B:A,AG,B:A,4JUG,B:A|D:C|F:E,1,potenial_homomer
3gbn_H:L|B:A,AG,B:A,4JUG,H:G|J:I|L:K,2,potenial_homomer
6ii8_H:L|C,AG,C,4BSG,A|A|A,1,potential_complex_homomer
6ii8_H:L|C,AG,C,4LN6,A|C|E,1,potential_complex_homomer
6ii8_H:L|C,AG,C,4LN6,A,2,additional_chains
6ii8_H:L|C,AG,C,4LN6,C,3,additional_chains
6ii8_H:L|C,AG,C,4LN6,E,4,additional_chains
6ii8_H:L|C,AG,C,4LN6,G|I|K,5,potential_complex_homomer
6ii8_H:L|C,AG,C,4LN6,G,6,additional_chains
6ii8_H:L|C,AG,C,4LN6,I,7,additional_chains
6ii8_H:L|C,AG,C,4LN6,K,8,additional_chains
5xmh_D:C|B,AG,B,6UGX,A|B,1,potenial_homomer
5xmh_D:C|B,AG,B,5HYF,A|A,1,potenial_homomer
5xmh_D:C|B,AG,B,6UGW,A|A,1,potenial_homomer
5xmh_D:C|B,AG,B,5HSF,A|B,1,potenial_homomer
3gbm_I:M|D:C,AG,D:C,6CF5,B:A|D:C|F:E,1,potenial_homomer
3gbm_I:M|D:C,AG,D:C,6PD3,A:A|A:A|A:A,1,potential_complex_homomer
3gbm_I:M|D:C,AG,D:C,6PCX,A:A|A:A|A:A,1,potential_complex_homomer
5otj_B:A|D,AG,D,5CPS,A|B,1,potenial_homomer
5otj_B:A|D,AG,D,5CSY,A|B,1,potenial_homomer
5otj_B:A|D,AG,D,6CGO,A|B,1,potenial_homomer
2hrp_N:M|Q,AB,N:M,1MF2,H:L|N:M,1,potenial_homomer
2hrp_N:M|Q,AG,Q,6U7P,A|B,1,potenial_homomer
2hrp_N:M|Q,AG,Q,6IXD,A|B,1,potenial_homomer
2hrp_N:M|Q,AG,Q,6CDJ,A|B,1,potenial_homomer
6nb7_D:E|B,AG,B,6ACC,A|B|C,1,potenial_homomer
6nb7_D:E|B,AG,B,5X58,A|B|C,1,potenial_homomer
5f3b_A:B|C,AG,C,5JI1,A|B,1,potenial_homomer
5f3b_A:B|C,AG,C,5NXS,A|B,1,potenial_homomer
5f3b_A:B|C,AG,C,5NTU,A|B,1,potenial_homomer
3tt3_H:L|A,AG,A,2QB4,A|A,2,potenial_homomer
3tt3_H:L|A,AG,A,3F3E,A|A,1,potenial_homomer
3tt3_H:L|A,AG,A,2A65,A|A,2,potenial_homomer
3tt3_H:L|A,AG,A,3F48,A|A,1,potenial_homomer
6ad7_E:F|B,AG,B,1KPK,A|B,1,potenial_homomer
6ad7_E:F|B,AG,B,1KPK,C|D,2,potenial_homomer
6ad7_E:F|B,AG,B,1KPK,E|F,3,potenial_homomer
6ad7_E:F|B,AG,B,4FTP,A|A,1,potenial_homomer
2nr6_D:C|A,AG,A,4RLD,A|B,5,potenial_homomer
2nr6_D:C|A,AG,A,4RLD,C|D,6,potenial_homomer
5hi4_H:L|A,AG,A,4HR9,A|B,1,potenial_homomer
5yy5_C:D|B,AG,B,6Q04,A|B|C,1,potenial_homomer
5wob_M:N|C,AG,C,4PF7,A|B,1,potenial_homomer
5wob_M:N|C,AG,C,4PFC,A|B,1,potenial_homomer
5wob_M:N|C,AG,C,4PF9,A|B,1,potenial_homomer
4ffz_H:L|A,AG,A,4GSX,A|A|A,1,potenial_homomer
4ffz_H:L|A,AG,A,4GSX,B|B|B,2,potenial_homomer
4ffz_H:L|A,AG,A,3IRC,A|A|A,2,potenial_homomer
4ffz_H:L|A,AG,A,4GT0,A|A|A,1,potenial_homomer
4ffz_H:L|A,AG,A,4GT0,B|B|B,2,potenial_homomer
6pzy_H:K|E,AG,E,5L18,A|A|A|A,1,potenial_homomer
6pzy_H:K|E,AG,E,4MWU,A|A|A|A,1,potenial_homomer
6pzy_H:K|E,AG,E,4MWR,A|A|A|A,1,potenial_homomer
6pzy_H:K|E,AG,E,6PZD,A|A|A|A,1,potenial_homomer
6pzy_H:K|E,AG,E,4MWY,A|A|A|A,1,potenial_homomer
4jhw_H:L|F,AG,F,4NCU,A|A|A,1,potenial_homomer
4jhw_H:L|F,AG,F,5C69,A|A|A|A|A|A,1,potenial_homomer
4uif_G:H|A,AG,A,1OAN,A|B,1,potenial_homomer
4uif_G:H|A,AG,A,1OK8,A|A|A,1,potenial_homomer
4uif_G:H|A,AG,A,1TG8,A|A,1,potenial_homomer
4uif_G:H|A,AG,A,1OKE,A|B,1,potenial_homomer
2ih1_A:B|C,AG,C,1JQ2,A|B|C|D,1,potenial_homomer
1kip_B:A|C,AB,B:A,1CIC,D:C,1,additional_chains
5yoy_R:O|J,AG,J,2AZ5,A|B|C|D,1,potenial_homomer
5yoy_R:O|J,AG,J,4TSV,A|A|A,1,potenial_homomer
5yoy_R:O|J,AG,J,5UUI,A|A|A,1,potenial_homomer
5hi3_H:L|B,AG,B,4HR9,A|B,1,potenial_homomer
5x0t_C:D|F,AG,F,3I84,A|B,1,potenial_homomer
5x0t_C:D|F,AG,F,3I84,A|B|A|B,2,potenial_homomer
6mhg_C:P|E,AG,E,3VDK,A|A|A,2,potenial_homomer
6mhg_C:P|E,AG,E,3VDJ,A|A|A,2,potenial_homomer
6mhg_C:P|E,AG,E,3VDL,A|B|C,4,potenial_homomer
6mhg_K:V|E,AG,E,3VDK,A|A|A,2,potenial_homomer
6mhg_K:V|E,AG,E,3VDJ,A|A|A,2,potenial_homomer
6mhg_K:V|E,AG,E,3VDL,A|B|C,4,potenial_homomer
4qex_H:L|A,AG,A,1ZRL,A|A,1,potenial_homomer
4qex_H:L|A,AG,A,1ZRO,A|B,1,potenial_homomer
6rps_H:L|A,AG,A,5MSA,A|B,1,potenial_homomer
6rps_H:L|A,AG,A,5MSA,C|D,2,potenial_homomer
6rps_H:L|A,AG,A,6G5L,A|B,1,potenial_homomer
6rps_H:L|A,AG,A,6G5L,C|D,2,potenial_homomer
4xnm_H:L|C,AG,C,6CF5,A|C|E,1,potential_complex_homomer
4xnm_H:L|C,AG,C,4BH3,A|A|A,1,potential_complex_homomer
4xnm_H:L|C,AG,C,4BH4,A|A|A,1,potential_complex_homomer
5t6l_H:L|I,AG,I,3T43,A|B,1,potenial_homomer
5t6l_H:L|I,AG,I,3LF6,A|B,1,potenial_homomer
5t5n_K:J|B,AG,B,6N25,A|B|C|D|E,1,potenial_homomer
4yk4_Z:Y|E,AG,E,4EDB,A|C|E,1,potential_complex_homomer
1eo8_H:L|A,AG,A,6BKQ,A|C|E,1,potenial_homomer
1eo8_H:L|A,AG,A,6BKQ,A|C|E,3,potential_complex_homomer
1eo8_H:L|A,AG,A,6BKM,A|C|E,1,potenial_homomer
1eo8_H:L|A,AG,A,6BKM,A|C|E,3,potential_complex_homomer
2igf_H:L|P,AB,H:L,1IGF,H:L|J:M,1,potenial_homomer
6q23_G:I|D,AG,D,3TI4,A|B|A|B,1,potenial_homomer
6q23_G:I|D,AG,D,6G01,A|A|B|B,1,potenial_homomer
6q23_G:I|D,AG,D,6G01,B|B|A|A,2,potenial_homomer
6q23_G:I|D,AG,D,5NZ4,B|B|A|A,1,potenial_homomer
6q23_G:I|D,AG,D,5NZ4,A|A|B|B,2,potenial_homomer
6oe4_B:C|A,AG,A,1G2C,B|D|F,1,potential_complex_homomer
6oe4_B:C|A,AG,A,1G2C,H|J|L,2,potential_complex_homomer
6oe4_B:C|A,AG,A,1G2C,N|P|R,3,potential_complex_homomer
6oe4_B:C|A,AG,A,1G2C,T|V|X,4,potential_complex_homomer
6oe4_B:C|A,AG,A,5EA4,F|F|F,1,potenial_homomer
6oe4_B:C|A,AG,A,3KPE,B|B|B,1,potential_complex_homomer
6mhg_D:Q|E,AG,E,3VDK,A|A|A,2,potenial_homomer
6mhg_D:Q|E,AG,E,3VDJ,A|A|A,2,potenial_homomer
6mhg_D:Q|E,AG,E,3VDL,A|B|C,4,potenial_homomer
5jz7_J:K|E,AG,E,6XUO,A|A,1,potenial_homomer
5jz7_J:K|E,AG,E,4EFV,A|B,1,potenial_homomer
6k5a_C:D|A,AG,A,1KPK,A|B,1,potenial_homomer
6k5a_C:D|A,AG,A,1KPK,C|D,2,potenial_homomer
6k5a_C:D|A,AG,A,1KPK,E|F,3,potenial_homomer
6k5a_C:D|A,AG,A,4FTP,A|A,1,potenial_homomer
5ikc_H:L|N,AG,N,2BQQ,A|A,1,potenial_homomer
6ck9_D:E|B,AG,B,3U91,A|A|A,1,potenial_homomer
6ck9_D:E|B,AG,B,4HLR,A|A|A,1,potenial_homomer
5xcv_D:E|F,AB,D:E,4NR2,A:A|B:B,1,potential_complex_homomer
5xcv_D:E|F,AB,D:E,4NR2,C:C|D:D,2,potential_complex_homomer
5xcv_D:E|F,AB,D:E,4NR2,E:E|F:F,3,potential_complex_homomer
5xcv_D:E|F,AB,D:E,4NR2,G:G|H:H,4,potential_complex_homomer
5xcu_A:B|C,AB,A:B,4NR2,A:A|B:B,1,potential_complex_homomer
5xcu_A:B|C,AB,A:B,4NR2,C:C|D:D,2,potential_complex_homomer
5xcu_A:B|C,AB,A:B,4NR2,E:E|F:F,3,potential_complex_homomer
5xcu_A:B|C,AB,A:B,4NR2,G:G|H:H,4,potential_complex_homomer
6mid_H:L|E:C,AG,E:C,5JHM,A:A|B:B,1,potential_complex_homomer
6mid_H:L|E:C,AG,E:C,5OMZ,A:A,1,additional_chains
6mid_H:L|E:C,AG,E:C,5LBV,A:A|B:B,1,potential_complex_homomer
3u2s_A:B|C,AG,C,4Q0C,A|B,1,potenial_homomer
3u2s_A:B|C,AG,C,4Q0C,C|D,2,potenial_homomer
1ots_C:D|A,AG,A,1KPK,A|B,1,potenial_homomer
1ots_C:D|A,AG,A,1KPK,C|D,2,potenial_homomer
1ots_C:D|A,AG,A,1KPK,E|F,3,potenial_homomer
1ots_C:D|A,AG,A,4FTP,A|A,1,potenial_homomer
5h30_K:L|B,AG,B,5JHM,A|B,1,potenial_homomer
5h30_K:L|B,AG,B,5LBV,A|B,1,potenial_homomer
5hys_C:D|K,AG,K,5MOK,A|B|C|D,1,potenial_homomer
5hys_C:D|K,AG,K,2WQR,A|B,1,potenial_homomer
5hys_C:D|K,AG,K,5MOL,A|B,1,potenial_homomer
6adc_C:D|A,AG,A,1KPK,A|B,1,potenial_homomer
6adc_C:D|A,AG,A,1KPK,C|D,2,potenial_homomer
6adc_C:D|A,AG,A,1KPK,E|F,3,potenial_homomer
6adc_C:D|A,AG,A,4FTP,A|A,1,potenial_homomer
4xak_H:L|A,AG,A,6Q04,A|B|C,1,potenial_homomer
5d70_H:L|A,AG,A,1CSG,A|B,1,potenial_homomer
4zfg_H:L|A,AG,A,4JZC,A|A,2,potenial_homomer
5vyf_H:L|F,AG,F,2EJN,A|B,1,potenial_homomer
5vyf_H:L|F,AG,F,1ZKR,A|B,1,potenial_homomer
5sy8_H:L|O,AG,O,3T43,A|B,1,potenial_homomer
5sy8_H:L|O,AG,O,3LF6,A|B,1,potenial_homomer
5kvd_H:L|E,AG,E,5JHM,A|B,1,potenial_homomer
5kvd_H:L|E,AG,E,5LBV,A|B,1,potenial_homomer
6t3f_H:L|F,AG,F,2YNY,A|B|C,1,potenial_homomer
6t3f_H:L|F,AG,F,2YNZ,A|B|C,1,potenial_homomer
6n51_D|B,AG,B,6N52,A|B,1,potenial_homomer
6n51_D|B,AG,B,6N4X,A|B,1,potenial_homomer
6n51_D|B,AG,B,3LMK,A|B,1,potenial_homomer
4s10_B|D,AG,D,1KCQ,A|A,2,potenial_homomer
4s10_B|D,AG,D,5O2Z,B|A,1,potenial_homomer
6hjy_I|D,AG,D,3RQW,A|B|C|D|E,1,potenial_homomer
6hjy_I|D,AG,D,3RQW,F|G|H|I|J,2,potenial_homomer
5m2m_J|I,AG,I,2AZ5,A|B|C|D,1,potenial_homomer
5m2m_J|I,AG,I,4TSV,A|A|A,1,potenial_homomer
5m2m_J|I,AG,I,5UUI,A|A|A,1,potenial_homomer
5toj_F|C,AG,C,6EAI,A|B|C,1,potenial_homomer
5toj_F|C,AG,C,6EAL,F|F|F,1,potenial_homomer
5toj_F|C,AG,C,6EAD,F|F|F,1,potenial_homomer
5toj_F|C,AG,C,6EAK,F|F|F,1,potenial_homomer
5toj_F|C,AG,C,6EAM,F|F|F,1,potenial_homomer
2bse_F|C,AG,C,1ZRU,A|B|C,1,potenial_homomer
2bse_F|C,AG,C,3DA0,A|B|C,1,potenial_homomer
6oq5_F|A,AG,A,3PA8,A|B,1,potenial_homomer
5ihl_E|D,AB,E,1H3P,L,1,additional_chains
5e5m_D|C,AB,D,5E03,A|A,1,potenial_homomer
5e5m_D|C,AG,C,1DQT,A|B,1,potenial_homomer
5e5m_D|C,AG,C,1DQT,C|D,2,potenial_homomer
5e5m_D|C,AG,C,1DQT,A|B|C|D,3,potenial_homomer
4x7f_D|B,AG,B,3Q39,A|B,1,potenial_homomer
4x7f_D|B,AG,B,5HZA,A|B,1,potenial_homomer
4x7f_D|B,AG,B,3Q38,A|B,1,potenial_homomer
6oz6_H|D,AG,D,5CKR,A|A,1,potenial_homomer
6oz6_H|D,AG,D,4J72,A|B,1,potenial_homomer
3ogo_G|B,AB,G,4PFE,A|B,1,potenial_homomer
6fv0_F|A,AB,F,1H3P,L,1,additional_chains
6h71_D|B,AG,B,2ZL7,A|B,1,potenial_homomer
6h71_D|B,AG,B,2ZL6,A|B,1,potenial_homomer
6h71_D|B,AG,B,2ZL5,A|B,1,potenial_homomer
6ibb_B|A,AB,B,1H3P,L,1,additional_chains
5van_B|A,AB,B,1H3P,L,1,additional_chains
5o2u_D|C,AG,C,6ES8,A|A|A|A|A|A,1,potenial_homomer
5o2u_D|C,AG,C,5JPA,A|A|A|A|A|A,1,potenial_homomer
5o2u_D|C,AG,C,6B2K,A|A|A|A|A|A,1,potenial_homomer
5o2u_D|C,AG,C,6BHS,A|A|A|A|A|A,1,potenial_homomer
5o2u_D|C,AG,C,6ERM,A|A|A|A|A|A,1,potenial_homomer
5uk4_j|J,AG,J,2QVJ,A|B|C|D|E|A|B|C|D|E,1,potenial_homomer
6rnk_B|A,AB,B,1H3P,L,1,additional_chains
5uk4_m|M,AG,M,2QVJ,A|B|C|D|E|A|B|C|D|E,1,potenial_homomer
5ukb_e|E,AG,E,2QVJ,A|B|C|D|E|A|B|C|D|E,1,potenial_homomer
5boz_I|C,AG,C,4HUO,X|X,2,potenial_homomer
5boz_I|C,AG,C,2VC4,A|A,1,potenial_homomer
4m3k_B|A,AB,B,4M3J,A|B,3,potenial_homomer
5o04_D|B,AG,B,3Q39,A|B,1,potenial_homomer
5o04_D|B,AG,B,5HZA,A|B,1,potenial_homomer
5o04_D|B,AG,B,3Q38,A|B,1,potenial_homomer
5n88_A|D,AB,A,1H3P,L,1,additional_chains
5n88_A|D,AG,D,5OYM,H|G|A|B|C|D|E|F,1,potenial_homomer
5gxb_B|A,AG,A,2Y5Y,A|B,1,potenial_homomer
5uk4_i|I,AG,I,2QVJ,A|B|C|D|E|A|B|C|D|E,1,potenial_homomer
5ukb_d|D,AG,D,2QVJ,A|B|C|D|E|A|B|C|D|E,1,potenial_homomer
4pir_H|B,AG,B,6HIS,A|E|B|C|D,1,potenial_homomer
5e7f_B|H,AB,B,1H3P,L,1,additional_chains
5m2m_H|G,AG,G,2AZ5,A|B|C|D,1,potenial_homomer
5m2m_H|G,AG,G,4TSV,A|A|A,1,potenial_homomer
5m2m_H|G,AG,G,5UUI,A|A|A,1,potenial_homomer
6ral_C|B,AG,B,5MKK,B,1,additional_chains
5fv2_A|X,AB,A,1H3P,L,1,additional_chains
5fv2_A|X,AG,X,4KZN,A|A,1,potenial_homomer
5fv2_A|X,AG,X,3QTK,A|D,1,potenial_homomer
5fv2_A|X,AG,X,3QTK,B|C,2,potenial_homomer
5fv2_A|X,AG,X,3QTK,E|F,3,potenial_homomer
5fv2_A|X,AG,X,1MKK,A|B,1,potenial_homomer
5e5m_B|A,AB,B,5E03,A|A,1,potenial_homomer
5e5m_B|A,AG,A,1DQT,A|B,1,potenial_homomer
5e5m_B|A,AG,A,1DQT,C|D,2,potenial_homomer
5e5m_B|A,AG,A,1DQT,A|B|C|D,3,potenial_homomer
5f21_B|A,AG,A,3F6Y,A|A,2,potenial_homomer
6sc9_B|A,AB,B,6T2J,A|B,1,potenial_homomer
6sc9_B|A,AB,B,1H3P,L,1,additional_chains
6sc9_B|A,AG,A,4LJQ,B|C,5,potenial_homomer
6sc9_B|A,AG,A,4LJQ,A|D,6,potenial_homomer
6hjx_I|D,AG,D,3RQW,A|B|C|D|E,1,potenial_homomer
6hjx_I|D,AG,D,3RQW,F|G|H|I|J,2,potenial_homomer
6raj_C|B,AG,B,5MKK,B,1,additional_chains
6oz6_F|B,AG,B,5CKR,A|A,1,potenial_homomer
6oz6_F|B,AG,B,4J72,A|B,1,potenial_homomer
6sc6_B|A,AB,B,6T2J,A|B,1,potenial_homomer
6sc6_B|A,AB,B,1H3P,L,1,additional_chains
6sc6_B|A,AG,A,4LJQ,B|C,5,potenial_homomer
6sc6_B|A,AG,A,4LJQ,A|D,6,potenial_homomer
6gwp_C|A,AB,C,1H3P,L,1,additional_chains
5c2u_B|A,AB,B,1H3P,L,1,additional_chains
4pir_G|A,AG,A,6HIS,A|E|B|C|D,1,potenial_homomer
6hjy_J|E,AG,E,3RQW,A|B|C|D|E,1,potenial_homomer
6hjy_J|E,AG,E,3RQW,F|G|H|I|J,2,potenial_homomer
6ibb_D|C,AB,D,1H3P,L,1,additional_chains
4c57_C|A,AG,A,4O38,A|B,1,potenial_homomer
4pir_F|E,AG,E,6HIS,A|E|B|C|D,1,potenial_homomer
4pgj_A|B,AB,A,1H3P,L,1,additional_chains
6qx4_H|B,AB,H,1H3P,L,1,additional_chains
6h70_C|B,AG,B,2ZL7,A|B,1,potenial_homomer
6h70_C|B,AG,B,2ZL6,A|B,1,potenial_homomer
6h70_C|B,AG,B,2ZL5,A|B,1,potenial_homomer
6cwg_D|C,AB,D,1H3P,L,1,additional_chains
6cwg_D|C,AG,C,4HUO,X|X,2,potenial_homomer
6cwg_D|C,AG,C,2VC4,A|A,1,potenial_homomer
2vyr_E|A,AB,E,1H3P,L,1,additional_chains
5tjw_K|A,AG,A,4DYN,A|A|A,1,potenial_homomer
5tjw_K|A,AG,A,4DYN,B|B|B,2,potenial_homomer
5tjw_K|A,AG,A,3RO5,A|B|A|B|A|B,1,potenial_homomer
6ran_C|B,AG,B,5MKK,B,1,additional_chains
2wzp_J|H,AG,H,1ZRU,A|B|C,1,potenial_homomer
2wzp_J|H,AG,H,3DA0,A|B|C,1,potenial_homomer
6h72_D|B,AG,B,2ZL7,A|B,1,potenial_homomer
6h72_D|B,AG,B,2ZL6,A|B,1,potenial_homomer
6h72_D|B,AG,B,2ZL5,A|B,1,potenial_homomer
4grw_F|C,AB,F,1H3P,L,1,additional_chains
5u4l_B|A,AG,A,4HUO,X|X,2,potenial_homomer
5u4l_B|A,AG,A,2VC4,A|A,1,potenial_homomer
2vyr_G|C,AB,G,1H3P,L,1,additional_chains
5boz_J|D,AG,D,4HUO,X|X,2,potenial_homomer
5boz_J|D,AG,D,2VC4,A|A,1,potenial_homomer
5ku2_7|3,AG,3,1AR9,3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3,1,potential_complex_homomer
5ku2_7|3,AG,3,1POV,3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3,1,potential_complex_homomer
5ku2_7|3,AG,3,1AR6,3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3,1,potential_complex_homomer
5ku2_7|3,AG,3,1PO2,3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3,1,potential_complex_homomer
5ku2_7|3,AG,3,1VBD,3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3,1,potential_complex_homomer
5ukb_b|B,AG,B,2QVJ,A|B|C|D|E|A|B|C|D|E,1,potenial_homomer
5dmj_E|D,AB,E,1H3P,L,1,additional_chains
2xxm_B|A,AB,B,2XXC,B|B,1,potenial_homomer
2xxm_B|A,AG,A,6ES8,A|A|A|A|A|A,1,potenial_homomer
2xxm_B|A,AG,A,5JPA,A|A|A|A|A|A,1,potenial_homomer
2xxm_B|A,AG,A,6B2K,A|A|A|A|A|A,1,potenial_homomer
2xxm_B|A,AG,A,6BHS,A|A|A|A|A|A,1,potenial_homomer
2xxm_B|A,AG,A,6ERM,A|A|A|A|A|A,1,potenial_homomer
6n51_C|A,AG,A,6N52,A|B,1,potenial_homomer
6n51_C|A,AG,A,6N4X,A|B,1,potenial_homomer
6n51_C|A,AG,A,3LMK,A|B,1,potenial_homomer
6hjx_H|C,AG,C,3RQW,A|B|C|D|E,1,potenial_homomer
6hjx_H|C,AG,C,3RQW,F|G|H|I|J,2,potenial_homomer
5fv2_B|V,AB,B,1H3P,L,1,additional_chains
5fv2_B|V,AG,V,4KZN,A|A,1,potenial_homomer
5fv2_B|V,AG,V,3QTK,A|D,1,potenial_homomer
5fv2_B|V,AG,V,3QTK,B|C,2,potenial_homomer
5fv2_B|V,AG,V,3QTK,E|F,3,potenial_homomer
5fv2_B|V,AG,V,1MKK,A|B,1,potenial_homomer
3p9w_F|E,AB,F,1H3P,L,1,additional_chains
3p9w_F|E,AG,E,4KZN,A|A,1,potenial_homomer
3p9w_F|E,AG,E,3QTK,A|D,1,potenial_homomer
3p9w_F|E,AG,E,3QTK,B|C,2,potenial_homomer
3p9w_F|E,AG,E,3QTK,E|F,3,potenial_homomer
3p9w_F|E,AG,E,1MKK,A|B,1,potenial_homomer
