comp_name,candidate_type,candidate_id,pdb_id_b,ab_chain_ids_b,ag_chain_ids_b,resolution_b,resolution_method_b,ab_pdb_id_u,ab_chain_ids_u,ab_resolution_u,ab_resolution_method_u,ag_pdb_id_u,ag_chain_ids_u,ag_resolution_u,ag_resolution_method_u,ab_mismatches_cnt,ag_mismatches_cnt,small_molecules_message
5bk1_C+D-B,B:U,0,5bk1,C+D,B,2,X-ray,5bk1,C+D,2,X-ray,5B3Y,A,1,X-ray,0,0,NA
5bk1_C+D-B,B:U,1,5bk1,C+D,B,2,X-ray,5bk1,C+D,2,X-ray,6ZHO,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5bk1_C+D-B,B:U,2,5bk1,C+D,B,2,X-ray,5bk1,C+D,2,X-ray,6ZIS,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5bk1_C+D-B,B:U,3,5bk1,C+D,B,2,X-ray,5bk1,C+D,2,X-ray,5ZCA,A,1,X-ray,0,5,small molecules with 7 < n_atoms <= 15 detected
5bk1_C+D-B,B:U,4,5bk1,C+D,B,2,X-ray,5bk1,C+D,2,X-ray,7MQ7,A,1,X-ray,0,0,NA
3i50_H+L-E,B:U,0,3i50,H+L,E,3,X-ray,3i50,H+L,3,X-ray,2I69,A,3,X-ray,0,0,NA
3i50_H+L-E,B:U,1,3i50,H+L,E,3,X-ray,3i50,H+L,3,X-ray,2HG0,A,3,X-ray,0,0,NA
6rpj_H-G,B:U,0,6rpj,H,G,3,X-ray,6rpj,H,3,X-ray,1AH1,A,100,UNKNOWN,0,0,NA
4eig_B-A,B:U,0,4eig,B,A,2,X-ray,4eig,B,2,X-ray,7LVC,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4eig_B-A,B:U,1,4eig,B,A,2,X-ray,4eig,B,2,X-ray,4PSS,A,0,X-ray,0,0,small molecules with n_atoms > 15 detected
4eig_B-A,B:U,2,4eig,B,A,2,X-ray,4eig,B,2,X-ray,4PSY,A,0,X-ray,0,0,small molecules with n_atoms > 15 detected
4eig_B-A,B:U,3,4eig,B,A,2,X-ray,4eig,B,2,X-ray,7D6G,A,1,Multiple methods,0,0,small molecules with n_atoms > 15 detected
4eig_B-A,B:U,4,4eig,B,A,2,X-ray,4eig,B,2,X-ray,4PTH,A,0,X-ray,0,0,small molecules with n_atoms > 15 detected
6gjs_B-A,B:U,0,6gjs,B,A,1,X-ray,6gjs,B,1,X-ray,5TFI,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6gjs_B-A,B:U,1,6gjs,B,A,1,X-ray,6gjs,B,1,X-ray,5TFF,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6gjs_B-A,B:U,2,6gjs,B,A,1,X-ray,6gjs,B,1,X-ray,5TF7,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6gjs_B-A,B:U,3,6gjs,B,A,1,X-ray,6gjs,B,1,X-ray,5TFG,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6gjs_B-A,B:U,4,6gjs,B,A,1,X-ray,6gjs,B,1,X-ray,5TFB,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6her_B-A,B:U,0,6her,B,A,1,X-ray,6her,B,1,X-ray,1AG2,A,100,UNKNOWN,0,0,NA
6c9w_B-A,B:U,0,6c9w,B,A,3,X-ray,6c9w,B,3,X-ray,4ZYR,A,3,X-ray,0,0,small molecules with n_atoms > 15 detected
6c9w_B-A,B:U,1,6c9w,B,A,3,X-ray,6c9w,B,3,X-ray,4ZYR,B,3,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,0,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1PY2,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,1,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1PY2,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,2,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1PY2,C,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,3,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1PY2,D,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,4,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1PY2,C,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,5,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1PY2,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,6,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1PW6,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,7,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1PW6,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,8,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1M49,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,9,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1M49,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,10,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1M47,A,1,X-ray,0,0,NA
5utz_B+C-A,B:U,11,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1M48,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_B+C-A,B:U,12,5utz,B+C,A,2,X-ray,5utz,B+C,2,X-ray,1M48,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
2r0k_H+L-A,B:U,0,2r0k,H+L,A,3,X-ray,2r0k,H+L,3,X-ray,1YBW,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
2r0k_H+L-A,B:U,1,2r0k,H+L,A,3,X-ray,2r0k,H+L,3,X-ray,1YBW,B,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4hf5_H+L-A,B:U,0,4hf5,H+L,A,3,X-ray,4hf5,H+L,3,X-ray,3QQI,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4hf5_H+L-A,B:U,1,4hf5,H+L,A,3,X-ray,4hf5,H+L,3,X-ray,3QQI,B,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5d71_H+L-A,B:U,0,5d71,H+L,A,2,X-ray,5d71,H+L,2,X-ray,2GMF,A,2,X-ray,0,0,NA
5d71_H+L-A,B:U,1,5d71,H+L,A,2,X-ray,5d71,H+L,2,X-ray,2GMF,B,2,X-ray,0,0,NA
4zpt_A+B-R,B:U,0,4zpt,A+B,R,2,X-ray,4zpt,A+B,2,X-ray,4ZPW,R,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4zpt_A+B-R,B:U,1,4zpt,A+B,R,2,X-ray,4zpt,A+B,2,X-ray,4ZPW,S,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6woz_B+C-A,B:U,0,6woz,B+C,A,2,X-ray,6woz,B+C,2,X-ray,5W53,A,1,X-ray,0,0,NA
6woz_B+C-A,B:U,1,6woz,B+C,A,2,X-ray,6woz,B+C,2,X-ray,5W53,B,1,X-ray,0,0,NA
6al0_H+L-A,U:U,0,6al0,H+L,A,2,X-ray,4YNY,A+B,1,X-ray,6AKQ,A,1,X-ray,0,0,NA
6al0_H+L-A,U:U,1,6al0,H+L,A,2,X-ray,4YNY,C+D,1,X-ray,6AKQ,A,1,X-ray,0,0,NA
7cz0_H-D,B:U,0,7cz0,H,D,2,X-ray,7cz0,H,2,X-ray,6WZN,A,2,X-ray,0,0,NA
7cz0_H-D,B:U,1,7cz0,H,D,2,X-ray,7cz0,H,2,X-ray,4TZA,C,1,X-ray,0,0,NA
7cz0_H-D,B:U,2,7cz0,H,D,2,X-ray,7cz0,H,2,X-ray,4TZA,A,1,X-ray,0,0,NA
7cz0_H-D,B:U,3,7cz0,H,D,2,X-ray,7cz0,H,2,X-ray,4TZA,B,1,X-ray,0,0,NA
7cz0_H-D,B:U,4,7cz0,H,D,2,X-ray,7cz0,H,2,X-ray,4TZA,D,1,X-ray,0,0,NA
6obc_B-A,B:U,0,6obc,B,A,1,X-ray,6obc,B,1,X-ray,4HUO,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6obc_B-A,B:U,1,6obc,B,A,1,X-ray,6obc,B,1,X-ray,6URX,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6obc_B-A,B:U,2,6obc,B,A,1,X-ray,6obc,B,1,X-ray,4HV7,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6obc_B-A,B:U,3,6obc,B,A,1,X-ray,6obc,B,1,X-ray,4MX5,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6obc_B-A,B:U,4,6obc,B,A,1,X-ray,6obc,B,1,X-ray,6URY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6obc_B-A,B:U,5,6obc,B,A,1,X-ray,6obc,B,1,X-ray,6URY,B,1,X-ray,0,0,NA
6wzm_C+D-F,B:U,0,6wzm,C+D,F,2,X-ray,6wzm,C+D,2,X-ray,5WDZ,A,100,UNKNOWN,0,0,NA
3k2u_H+L-A,B:U,0,3k2u,H+L,A,2,X-ray,3k2u,H+L,2,X-ray,1YBW,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3k2u_H+L-A,B:U,1,3k2u,H+L,A,2,X-ray,3k2u,H+L,2,X-ray,1YBW,B,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3a67_H+L-Y,B:U,0,3a67,H+L,Y,1,X-ray,3a67,H+L,1,X-ray,7BYP,A,1,X-ray,0,0,NA
3a67_H+L-Y,B:U,1,3a67,H+L,Y,1,X-ray,3a67,H+L,1,X-ray,7CDO,A,1,X-ray,0,0,NA
3a67_H+L-Y,B:U,2,3a67,H+L,Y,1,X-ray,3a67,H+L,1,X-ray,7CDM,A,1,X-ray,0,0,NA
6bpe_B+C-A,B:U,0,6bpe,B+C,A,3,X-ray,6bpe,B+C,3,X-ray,5W53,A,1,X-ray,0,0,NA
6bpe_B+C-A,B:U,1,6bpe,B+C,A,3,X-ray,6bpe,B+C,3,X-ray,5W53,B,1,X-ray,0,0,NA
2p4a_B-A,B:U,0,2p4a,B,A,1,X-ray,2p4a,B,1,X-ray,8RAT,A,1,X-ray,0,0,NA
2p4a_B-A,B:U,1,2p4a,B,A,1,X-ray,2p4a,B,1,X-ray,6ETL,A,0,X-ray,0,0,NA
2p4a_B-A,B:U,2,2p4a,B,A,1,X-ray,2p4a,B,1,X-ray,6ETM,A,0,X-ray,0,0,NA
2p4a_B-A,B:U,3,2p4a,B,A,1,X-ray,2p4a,B,1,X-ray,7RSA,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
2p4a_B-A,B:U,4,2p4a,B,A,1,X-ray,2p4a,B,1,X-ray,6ETK,A,0,X-ray,0,0,NA
6rpj_F-E,B:U,0,6rpj,F,E,3,X-ray,6rpj,F,3,X-ray,1AH1,A,100,UNKNOWN,0,0,NA
4n1e_G-L,B:U,0,4n1e,G,L,2,X-ray,4n1e,G,2,X-ray,7BYP,A,1,X-ray,0,0,NA
4n1e_G-L,B:U,1,4n1e,G,L,2,X-ray,4n1e,G,2,X-ray,7CDO,A,1,X-ray,0,0,NA
4n1e_G-L,B:U,2,4n1e,G,L,2,X-ray,4n1e,G,2,X-ray,7CDM,A,1,X-ray,0,0,NA
6vmk_f+e-g,B:U,0,6vmk,f+e,g,3,X-ray,6vmk,f+e,3,X-ray,6FTY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6vmk_f+e-g,B:U,1,6vmk,f+e,g,3,X-ray,6vmk,f+e,3,X-ray,6FUT,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6vmk_f+e-g,B:U,2,6vmk,f+e,g,3,X-ray,6vmk,f+e,3,X-ray,6FUI,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6vmk_f+e-g,B:U,3,6vmk,f+e,g,3,X-ray,6vmk,f+e,3,X-ray,6QMT,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6vmk_f+e-g,B:U,4,6vmk,f+e,g,3,X-ray,6vmk,f+e,3,X-ray,6QMT,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6vmk_f+e-g,B:U,5,6vmk,f+e,g,3,X-ray,6vmk,f+e,3,X-ray,6FUH,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6bpa_B+C-A,B:U,0,6bpa,B+C,A,2,X-ray,6bpa,B+C,2,X-ray,5W53,A,1,X-ray,0,0,NA
6bpa_B+C-A,B:U,1,6bpa,B+C,A,2,X-ray,6bpa,B+C,2,X-ray,5W53,B,1,X-ray,0,0,NA
3zkx_B-A,B:U,0,3zkx,B,A,2,X-ray,3zkx,B,2,X-ray,3ZKI,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3zkx_B-A,B:U,1,3zkx,B,A,2,X-ray,3zkx,B,2,X-ray,3ZKI,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3zkx_B-A,B:U,2,3zkx,B,A,2,X-ray,3zkx,B,2,X-ray,3ZKG,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3zkx_B-A,B:U,3,3zkx,B,A,2,X-ray,3zkx,B,2,X-ray,3ZKG,B,1,X-ray,0,0,NA
3zkx_B-A,B:U,4,3zkx,B,A,2,X-ray,3zkx,B,2,X-ray,6UJ1,A,3,X-ray,0,0,small molecules with n_atoms > 15 detected
3zkx_B-A,B:U,5,3zkx,B,A,2,X-ray,3zkx,B,2,X-ray,6UJ1,B,3,X-ray,0,0,small molecules with n_atoms > 15 detected
5e94_B+A-G,B:U,0,5e94,B+A,G,2,X-ray,5e94,B+A,2,X-ray,7LCK,R,3,EM,0,0,small molecules with n_atoms > 15 detected
5e94_B+A-G,B:U,1,5e94,B+A,G,2,X-ray,5e94,B+A,2,X-ray,7LCJ,R,2,EM,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,0,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1PY2,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,1,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1PY2,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,2,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1PY2,C,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,3,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1PY2,D,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,4,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1PY2,C,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,5,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1PY2,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,6,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1PW6,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,7,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1PW6,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,8,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1M49,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,9,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1M49,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,10,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1M47,A,1,X-ray,0,0,NA
6ye3_G+H-I,B:U,11,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1M48,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_G+H-I,B:U,12,6ye3,G+H,I,2,X-ray,6ye3,G+H,2,X-ray,1M48,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4q6i_E+D-J,B:U,0,4q6i,E+D,J,3,X-ray,4q6i,E+D,3,X-ray,1WIO,A,3,X-ray,0,0,NA
4q6i_E+D-J,B:U,1,4q6i,E+D,J,3,X-ray,4q6i,E+D,3,X-ray,1WIO,B,3,X-ray,0,0,NA
4q6i_E+D-J,B:U,2,4q6i,E+D,J,3,X-ray,4q6i,E+D,3,X-ray,1CDJ,A,2,X-ray,0,0,NA
4q6i_E+D-J,B:U,3,4q6i,E+D,J,3,X-ray,4q6i,E+D,3,X-ray,1WIP,A,4,X-ray,0,0,NA
4q6i_E+D-J,B:U,4,4q6i,E+D,J,3,X-ray,4q6i,E+D,3,X-ray,1WIP,B,4,X-ray,0,0,NA
4w6w_B-A,B:U,0,4w6w,B,A,2,X-ray,4w6w,B,2,X-ray,4B4Q,A,2,X-ray,0,0,NA
4w6w_B-A,B:U,1,4w6w,B,A,2,X-ray,4w6w,B,2,X-ray,4B4Q,B,2,X-ray,0,0,NA
4w6w_B-A,B:U,2,4w6w,B,A,2,X-ray,4w6w,B,2,X-ray,4B4R,A,1,X-ray,0,0,NA
4w6w_B-A,B:U,3,4w6w,B,A,2,X-ray,4w6w,B,2,X-ray,4B4R,B,1,X-ray,0,0,NA
5vjo_C+D-F,B:U,0,5vjo,C+D,F,2,X-ray,5vjo,C+D,2,X-ray,5V8G,A,1,X-ray,0,0,NA
5w5x_H+L-A,B:U,0,5w5x,H+L,A,2,X-ray,5w5x,H+L,2,X-ray,5W60,A,1,X-ray,0,0,NA
5w5x_H+L-A,B:U,1,5w5x,H+L,A,2,X-ray,5w5x,H+L,2,X-ray,5W61,A,2,X-ray,0,0,NA
3g6d_H+L-A,U:U,0,3g6d,H+L,A,3,X-ray,3G6A,H+L,2,X-ray,1GA3,A,100,UNKNOWN,0,0,NA
3g6d_H+L-A,U:U,1,3g6d,H+L,A,3,X-ray,3G6A,B+A,2,X-ray,1GA3,A,100,UNKNOWN,0,0,NA
4ej1_C-B,B:U,0,4ej1,C,B,1,X-ray,4ej1,C,1,X-ray,7LVC,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4ej1_C-B,B:U,1,4ej1,C,B,1,X-ray,4ej1,C,1,X-ray,4PSS,A,0,X-ray,0,0,small molecules with n_atoms > 15 detected
4ej1_C-B,B:U,2,4ej1,C,B,1,X-ray,4ej1,C,1,X-ray,4PSY,A,0,X-ray,0,0,small molecules with n_atoms > 15 detected
4ej1_C-B,B:U,3,4ej1,C,B,1,X-ray,4ej1,C,1,X-ray,7D6G,A,1,Multiple methods,0,0,small molecules with n_atoms > 15 detected
4ej1_C-B,B:U,4,4ej1,C,B,1,X-ray,4ej1,C,1,X-ray,4PTH,A,0,X-ray,0,0,small molecules with n_atoms > 15 detected
4grw_G-B,B:U,0,4grw,G,B,2,X-ray,4grw,G,2,X-ray,1F42,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5lqb_H+L-A,B:U,0,5lqb,H+L,A,1,X-ray,5lqb,H+L,1,X-ray,4NEJ,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5lqb_H+L-A,B:U,1,5lqb,H+L,A,1,X-ray,5lqb,H+L,1,X-ray,4NEM,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7ahu_H+L-C+D,B:U,0,7ahu,H+L,C+D,2,X-ray,7ahu,H+L,2,X-ray,4Y71,A+B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7ahu_H+L-C+D,B:U,1,7ahu,H+L,C+D,2,X-ray,7ahu,H+L,2,X-ray,4ZH8,A+B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7ahu_H+L-C+D,B:U,2,7ahu,H+L,C+D,2,X-ray,7ahu,H+L,2,X-ray,4Y7A,A+B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7ahu_H+L-C+D,B:U,3,7ahu,H+L,C+D,2,X-ray,7ahu,H+L,2,X-ray,4Y6D,A+B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7ahu_H+L-C+D,B:U,4,7ahu,H+L,C+D,2,X-ray,7ahu,H+L,2,X-ray,4ZHA,A+B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5f1o_B-A,B:U,0,5f1o,B,A,2,X-ray,5f1o,B,2,X-ray,4F46,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5f1o_B-A,B:U,1,5f1o,B,A,2,X-ray,5f1o,B,2,X-ray,4F46,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5f1o_B-A,B:U,2,5f1o,B,A,2,X-ray,5f1o,B,2,X-ray,3I9M,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5f1o_B-A,B:U,3,5f1o,B,A,2,X-ray,5f1o,B,2,X-ray,3I9M,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5f1o_B-A,B:U,4,5f1o,B,A,2,X-ray,5f1o,B,2,X-ray,3U4H,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5f1o_B-A,B:U,5,5f1o,B,A,2,X-ray,5f1o,B,2,X-ray,3U4H,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5f1o_B-A,B:U,6,5f1o,B,A,2,X-ray,5f1o,B,2,X-ray,3DZG,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5f1o_B-A,B:U,7,5f1o,B,A,2,X-ray,5f1o,B,2,X-ray,3DZG,B,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5f1o_B-A,B:U,8,5f1o,B,A,2,X-ray,5f1o,B,2,X-ray,3DZK,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5f1o_B-A,B:U,9,5f1o,B,A,2,X-ray,5f1o,B,2,X-ray,3DZK,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4n1e_H-L,B:U,0,4n1e,H,L,2,X-ray,4n1e,H,2,X-ray,7BYP,A,1,X-ray,0,0,NA
4n1e_H-L,B:U,1,4n1e,H,L,2,X-ray,4n1e,H,2,X-ray,7CDO,A,1,X-ray,0,0,NA
4n1e_H-L,B:U,2,4n1e,H,L,2,X-ray,4n1e,H,2,X-ray,7CDM,A,1,X-ray,0,0,NA
3pgf_H+L-A,B:U,0,3pgf,H+L,A,2,X-ray,3pgf,H+L,2,X-ray,5B3Y,A,1,X-ray,0,0,NA
3pgf_H+L-A,B:U,1,3pgf,H+L,A,2,X-ray,3pgf,H+L,2,X-ray,4PE2,A,1,X-ray,0,0,NA
3pgf_H+L-A,B:U,2,3pgf,H+L,A,2,X-ray,3pgf,H+L,2,X-ray,6ZHO,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3pgf_H+L-A,B:U,3,3pgf,H+L,A,2,X-ray,3pgf,H+L,2,X-ray,6ZIS,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3pgf_H+L-A,B:U,4,3pgf,H+L,A,2,X-ray,3pgf,H+L,2,X-ray,5ZCA,A,1,X-ray,0,5,small molecules with 7 < n_atoms <= 15 detected
6war_P-O,B:U,0,6war,P,O,3,X-ray,6war,P,3,X-ray,4ZPW,R,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6war_P-O,B:U,1,6war,P,O,3,X-ray,6war,P,3,X-ray,4ZPW,S,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5lhp_B-A,B:U,0,5lhp,B,A,2,X-ray,5lhp,B,2,X-ray,5LHS,B,3,X-ray,0,0,NA
5lhp_B-A,B:U,1,5lhp,B,A,2,X-ray,5lhp,B,2,X-ray,5LHS,A,3,X-ray,0,0,NA
5lhp_B-A,B:U,2,5lhp,B,A,2,X-ray,5lhp,B,2,X-ray,5LHS,C,3,X-ray,0,0,NA
5lhp_B-A,B:U,3,5lhp,B,A,2,X-ray,5lhp,B,2,X-ray,5LHS,D,3,X-ray,0,0,NA
6war_B-A,B:U,0,6war,B,A,3,X-ray,6war,B,3,X-ray,4ZPW,R,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6war_B-A,B:U,1,6war,B,A,3,X-ray,6war,B,3,X-ray,4ZPW,S,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5vlp_H+L-A,B:U,1,5vlp,H+L,A,2,X-ray,5vlp,H+L,2,X-ray,2P4E,A,1,X-ray,0,0,NA
5vlp_H+L-A,B:U,3,5vlp,H+L,A,2,X-ray,5vlp,H+L,2,X-ray,6U26,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3t2n_I+M-B,B:U,0,3t2n,I+M,B,2,X-ray,3t2n,I+M,2,X-ray,5CE1,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6wno_E+F-D,B:U,0,6wno,E+F,D,3,X-ray,6wno,E+F,3,X-ray,5W53,A,1,X-ray,0,0,NA
6wno_E+F-D,B:U,1,6wno,E+F,D,3,X-ray,6wno,E+F,3,X-ray,5W53,B,1,X-ray,0,0,NA
5l0q_F+E-D,B:U,0,5l0q,F+E,D,2,X-ray,5l0q,F+E,2,X-ray,2AO7,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
1xgt_B+A-C,B:U,0,1xgt,B+A,C,2,X-ray,1xgt,B+A,2,X-ray,7BYP,A,1,X-ray,0,0,NA
1xgt_B+A-C,B:U,1,1xgt,B+A,C,2,X-ray,1xgt,B+A,2,X-ray,7CDO,A,1,X-ray,0,0,NA
1xgt_B+A-C,B:U,2,1xgt,B+A,C,2,X-ray,1xgt,B+A,2,X-ray,7CDM,A,1,X-ray,0,0,NA
5wk3_S+R-B,U:U,0,5wk3,S+R,B,1,X-ray,5WK2,H+L,1,X-ray,1NR2,A,2,X-ray,0,1,small molecules with 7 < n_atoms <= 15 detected
5wk3_S+R-B,U:U,1,5wk3,S+R,B,1,X-ray,5WK2,H+L,1,X-ray,1NR2,B,2,X-ray,0,1,small molecules with 7 < n_atoms <= 15 detected
3ngb_E+F-D,B:U,0,3ngb,E+F,D,2,X-ray,3ngb,E+F,2,X-ray,3TGT,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4rgm_H+L-S,B:U,0,4rgm,H+L,S,2,X-ray,4rgm,H+L,2,X-ray,3SEB,A,1,X-ray,0,0,NA
4rgm_H+L-S,B:U,1,4rgm,H+L,S,2,X-ray,4rgm,H+L,2,X-ray,1SE3,A,2,X-ray,0,0,NA
4rgm_H+L-S,B:U,2,4rgm,H+L,S,2,X-ray,4rgm,H+L,2,X-ray,1SE4,A,1,X-ray,0,0,NA
2p46_D-C,B:U,0,2p46,D,C,2,X-ray,2p46,D,2,X-ray,8RAT,A,1,X-ray,0,0,NA
2p46_D-C,B:U,1,2p46,D,C,2,X-ray,2p46,D,2,X-ray,6ETL,A,0,X-ray,0,0,NA
2p46_D-C,B:U,2,2p46,D,C,2,X-ray,2p46,D,2,X-ray,6ETM,A,0,X-ray,0,0,NA
2p46_D-C,B:U,3,2p46,D,C,2,X-ray,2p46,D,2,X-ray,7RSA,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
2p46_D-C,B:U,4,2p46,D,C,2,X-ray,2p46,D,2,X-ray,6ETK,A,0,X-ray,0,0,NA
6fyu_F-E+D,B:U,0,6fyu,F,E+D,2,X-ray,6fyu,F,2,X-ray,4LN8,B+A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
